iter	Passed	Remaining
407	5416	7859
408	5428	7844
409	5440	7829
410	5452	7813
411	5465	7800
412	5478	7786
413	5489	7769
414	5499	7752
415	5512	7739
416	5525	7724
417	5536	7708
418	5549	7695
419	5564	7683
420	5578	7671
421	5590	7656
422	5601	7641
423	5612	7624
424	5624	7609
425	5636	7594
426	5647	7578
427	5660	7564
428	5672	7550
429	5684	7535
430	5694	7518
431	5707	7503
432	5718	7488
433	5729	7472
434	5740	7456
435	5752	7441
436	5765	7427
437	5775	7410
438	5789	7398
439	5801	7383
440	5811	7367
441	5822	7350
442	5834	7336
443	5846	7320
444	5858	7306
445	5870	7292
446	5882	7277
447	5893	7261
448	5904	7245
449	5916	7231
450	5928	7216
451	5939	7200
452	5953	7189
453	5966	7175
454	5981	7164
455	5993	7149
456	6004	7134
457	6018	7121
458	6038	7117
459	6050	7103
460	6076	7105
461	6098	7101
462	6125	7104
463	6145	7098
464	6166	7094
465	6186	7089
466	6201	7077
467	6215	7065
468	6228	7052
469	6242	7039
470	6255	7025
471	6267	7011
472	6278	6995
473	6291	6981
474	6302	6966
475	6313	6950
476	6324	6934
477	6337	6921
478	6351	6908
479	6362	6892
480	6374	6878
481	6386	6863
482	6398	6848
483	6409	6833
484	6420	6817
485	6434	6804
486	6448	6793
487	6463	6781
488	6477	6769
489	6492	6757
490	6505	6743
491	6518	6730
492	6534	6720
493	6550	6709
494	6564	6696
495	6579	6685
496	6596	6676
497	6611	6664
498	6625	6652
499	6640	6640
500	6654	6627
501	6668	6614
502	6681	6602
503	6695	6589
504	6711	6578
505	6726	6567
506	6741	6555
507	6756	6543
508	6772	6532
509	6788	6522
510	6806	6513
511	6821	6501
512	6835	6488
513	6848	6475
514	6868	6468
515	6883	6457
516	6897	6443
517	6910	6429
518	6925	6418
519	6939	6405
520	6955	6394
521	6970	6383
522	6984	6369
523	7002	6360
524	7015	6347
525	7028	6333
526	7040	6319
527	7055	6307
528	7071	6296
529	7087	6285
530	7104	6274
531	7119	6262
532	7134	6251
533	7148	6238
534	7163	6225
535	7175	6211
536	7189	6198
537	7202	6184
538	7216	6171
539	7231	6160
540	7244	6146
541	7263	6137
542	7279	6126
543	7295	6115
544	7310	6103
545	7325	6090
546	7338	6077
547	7353	6065
548	7365	6051
549	7379	6038
550	7397	6028
551	7412	6015
552	7439	6013
553	7454	6001
554	7468	5987
555	7482	5974
556	7500	5965
557	7516	5954
558	7529	5940
559	7544	5927
560	7558	5915
561	7572	5901
562	7590	5892
563	7603	5877
564	7618	5865
565	7630	5850
566	7643	5837
567	7656	5822
568	7669	5809
569	7685	5797
570	7698	5783
571	7714	5772
572	7731	5761
573	7747	5749
574	7759	5734
575	7773	5721
576	7787	5708
577	7800	5695
578	7814	5682
579	7829	5669
580	7844	5657
581	7856	5642
582	7870	5629
583	7883	5615
584	7897	5602
585	7913	5590
586	7926	5577
587	7944	5566
588	7957	5552
589	7971	5539
590	7982	5524
591	7998	5512
592	8013	5500
593	8027	5487
594	8043	5474
595	8056	5461
596	8072	5449
597	8084	5434
598	8097	5421
599	8112	5408
600	8126	5395
601	8148	5387
602	8167	5377
603	8181	5363
604	8197	5352
605	8221	5345
606	8233	5330
607	8244	5315
608	8257	5301
609	8268	5286
610	8280	5271
611	8291	5256
612	8305	5243
613	8318	5229
614	8330	5214
615	8344	5201
616	8354	5186
617	8366	5171
618	8377	5156
619	8387	5141
620	8400	5126
621	8413	5113
622	8427	5099
623	8438	5084
624	8451	5070
625	8465	5057
626	8479	5044
627	8493	5031
628	8505	5016
629	8517	5002
630	8532	4989
631	8547	4977
632	8561	4964
633	8575	4950
634	8586	4935
635	8598	4921
636	8612	4907
637	8626	4894
638	8640	4881
639	8653	4867
640	8664	4852
641	8677	4839
642	8691	4825
643	8704	4811
644	8716	4797
645	8729	4783
646	8742	4770
647	8756	4756
648	8768	4742
649	8780	4727
650	8795	4715
651	8809	4701
652	8825	4689
653	8840	4677
654	8859	4666
655	8879	4656
656	8893	4642
657	8909	4630
658	8926	4618
659	8940	4605
660	8955	4593
661	8977	4583
662	8991	4570
663	9006	4557
664	9021	4544
665	9038	4532
666	9052	4519
667	9070	4507
668	9082	4493
669	9098	4481
670	9114	4469
671	9128	4455
672	9143	4442
673	9160	4430
674	9177	4418
675	9193	4406
676	9208	4393
677	9223	4380
678	9239	4367
679	9253	4354
680	9267	4341
681	9282	4328
682	9298	4315
683	9310	4301
684	9325	4288
685	9338	4274
686	9352	4261
687	9369	4248
688	9385	4236
689	9403	4224
690	9421	4212
691	9435	4199
692	9450	4186
693	9464	4172
694	9477	4159
695	9490	4145
696	9501	4130
697	9515	4116
698	9527	4102
699	9539	4088
700	9549	4073
701	9563	4059
702	9576	4045
703	9587	4031
704	9598	4016
705	9611	4002
706	9623	3988
707	9636	3974
708	9646	3959
709	9660	3946
710	9673	3931
711	9685	3917
712	9695	3902
713	9708	3888
714	9720	3874
715	9733	3860
716	9744	3846
717	9757	3832
718	9769	3818
719	9780	3803
720	9794	3790
721	9809	3777
722	9823	3763
723	9835	3749
724	9846	3735
725	9858	3720
726	9870	3706
727	9882	3692
728	9892	3677
729	9905	3663
730	9921	3650
731	9934	3637
732	9946	3623
733	9958	3608
734	9970	3594
735	9982	3580
736	9993	3566
737	10004	3551
738	10024	3540
739	10035	3526
740	10048	3512
741	10060	3498
742	10070	3483
743	10082	3469
744	10095	3455
745	10106	3441
746	10117	3426
747	10132	3413
748	10145	3399
749	10156	3385
750	10167	3371
751	10179	3356
752	10191	3342
753	10205	3329
754	10218	3315
755	10230	3301
756	10243	3288
757	10258	3274
758	10270	3261
759	10281	3246
760	10292	3232
761	10305	3218
762	10317	3204
763	10331	3191
764	10344	3177
765	10358	3164
766	10372	3150
767	10385	3137
768	10398	3123
769	10410	3109
770	10424	3096
771	10439	3083
772	10453	3069
773	10466	3055
774	10479	3042
775	10493	3029
776	10506	3015
777	10522	3002
778	10537	2989
779	10550	2975
780	10563	2962
781	10575	2948
782	10587	2934
783	10604	2921
784	10617	2907
785	10630	2894
786	10642	2880
787	10654	2866
788	10668	2853
789	10680	2839
790	10692	2825
791	10702	2810
792	10714	2796
793	10727	2783
794	10740	2769
795	10753	2755
796	10764	2741
797	10779	2728
798	10795	2715
799	10810	2702
800	10825	2689
801	10842	2676
802	10857	2663
803	10872	2650
804	10888	2637
805	10904	2624
806	10921	2612
807	10935	2598
808	10948	2584
809	10959	2570
810	10972	2556
811	10987	2543
812	10998	2529
813	11009	2515
814	11022	2501
815	11035	2488
816	11046	2474
817	11060	2460
818	11073	2447
819	11087	2433
820	11101	2420
821	11113	2406
822	11124	2392
823	11137	2378
824	11150	2365
825	11164	2351
826	11175	2337
827	11186	2323
828	11199	2310
829	11213	2296
830	11229	2283
831	11242	2270
832	11257	2256
833	11268	2242
834	11281	2229
835	11293	2215
836	11304	2201
837	11315	2187
838	11328	2173
839	11341	2160
840	11353	2146
841	11364	2132
842	11377	2118
843	11390	2105
844	11402	2091
845	11413	2077
846	11425	2063
847	11437	2050
848	11447	2036
849	11462	2022
850	11475	2009
851	11490	1996
852	11503	1982
853	11513	1968
854	11526	1954
855	11540	1941
856	11553	1927
857	11565	1914
858	11576	1900
859	11588	1886
860	11600	1872
861	11611	1858
862	11622	1845
863	11635	1831
864	11647	1817
865	11658	1804
866	11672	1790
867	11685	1777
868	11696	1763
869	11707	1749
870	11720	1735
871	11732	1722
872	11745	1708
873	11756	1694
874	11768	1681
875	11780	1667
876	11791	1653
877	11802	1639
878	11815	1626
879	11827	1612
880	11838	1599
881	11850	1585
882	11863	1571
883	11874	1558
884	11886	1544
885	11901	1531
886	11916	1518
887	11928	1504
888	11941	1491
889	11957	1477
890	11970	1464
891	11981	1450
892	11994	1437
893	12006	1423
894	12025	1410
895	12057	1399
896	12076	1386
897	12091	1373
898	12105	1360
899	12117	1346
900	12128	1332
901	12141	1319
902	12153	1305
903	12164	1291
904	12176	1278
905	12188	1264
906	12199	1250
907	12211	1237
908	12223	1223
909	12235	1210
910	12246	1196
911	12257	1182
912	12270	1169
913	12282	1155
914	12293	1142
915	12305	1128
916	12320	1115
917	12333	1101
918	12347	1088
919	12360	1074
920	12373	1061
921	12385	1047
922	12398	1034
923	12408	1020
924	12419	1007
925	12432	993
926	12444	979
927	12455	966
928	12467	952
929	12480	939
930	12492	925
931	12503	912
932	12514	898
933	12526	885
934	12538	871
935	12550	858
936	12565	844
937	12580	831
938	12592	818
939	12604	804
940	12615	790
941	12627	777
942	12639	763
943	12650	750
944	12662	736
945	12674	723
946	12686	710
947	12698	696
948	12710	683
949	12727	669
950	12742	656
951	12753	643
952	12765	629
953	12776	616
954	12789	602
955	12801	589
956	12813	575
957	12826	562
958	12838	548
959	12857	535
960	12881	522
961	12902	509
962	12941	497
963	12965	484
964	12987	471
965	13017	458
966	13040	445
967	13062	431
968	13080	418
969	13097	405
970	13116	391
971	13140	378
972	13153	365
973	13167	351
974	13181	337
975	13193	324
976	13207	310
977	13221	297
978	13237	283
979	13251	270
980	13263	256
981	13276	243
982	13292	229
983	13308	216
984	13327	202
985	13356	189
986	13382	176
987	13398	162
988	13411	149
989	13424	135
990	13440	122
991	13454	108
992	13469	94
993	13482	81
994	13494	67
995	13507	54
996	13520	40
997	13532	27
998	13575	13
999	13638	0
