iter	Logloss
0	0.6655979543
1	0.6408385652
2	0.6186503757
3	0.5949494718
4	0.5731710929
5	0.5527814474
6	0.53529305
7	0.5183608671
8	0.5008012229
9	0.4859018851
10	0.47075239
11	0.4588090985
12	0.4481777818
13	0.434199085
14	0.4223898715
15	0.4115787972
16	0.4015315864
17	0.3892510741
18	0.3782682244
19	0.3699975209
20	0.3634567163
21	0.3546474149
22	0.3470671613
23	0.3402335258
24	0.3327682009
25	0.327554659
26	0.3212371929
27	0.3161080523
28	0.3103640041
29	0.3057369922
30	0.3005664677
31	0.296432081
32	0.2922419843
33	0.2887812645
34	0.2845946765
35	0.280443626
36	0.2760388575
37	0.2710370739
38	0.2668377679
39	0.2628764881
40	0.259780105
41	0.2570625207
42	0.2536756308
43	0.2505892934
44	0.2477338553
45	0.2450348191
46	0.2429344374
47	0.2400835645
48	0.2374697109
49	0.2356258066
50	0.2334017057
51	0.2314109517
52	0.2294732202
53	0.2274740755
54	0.2253297411
55	0.2231444822
56	0.2213900771
57	0.2195761326
58	0.217809027
59	0.2156927696
60	0.2139040027
61	0.2119160968
62	0.2104021001
63	0.2086386313
64	0.2071290795
65	0.205584417
66	0.2042672807
67	0.2029954707
68	0.2015967852
69	0.2001380396
70	0.1989323052
71	0.1977786844
72	0.1962664638
73	0.1950867171
74	0.1941100508
75	0.1928139023
76	0.1918219141
77	0.1900408498
78	0.1885256404
79	0.1875840013
80	0.1866332075
81	0.1853692663
82	0.184225516
83	0.1833945327
84	0.1822168256
85	0.1814233694
86	0.1805253218
87	0.1795570162
88	0.1785034689
89	0.177707423
90	0.1770193409
91	0.1760792226
92	0.1752365886
93	0.1744221877
94	0.1736525542
95	0.1730246103
96	0.1724195891
97	0.1717974478
98	0.170953132
99	0.1701050362
100	0.169266833
101	0.1686168859
102	0.1675848824
103	0.1668497421
104	0.165972268
105	0.1651870742
106	0.1644247761
107	0.1636517443
108	0.1627997652
109	0.1619959676
110	0.1613827009
111	0.1605969566
112	0.1600686488
113	0.1593083698
114	0.15845773
115	0.1576125872
116	0.1570237571
117	0.1562961357
118	0.155783912
119	0.1553142849
120	0.1545531507
121	0.1538716895
122	0.153186264
123	0.1527074531
124	0.1518842573
125	0.151360456
126	0.150716878
127	0.1501578138
128	0.149463242
129	0.1489675801
130	0.1484479537
131	0.1479942364
132	0.1473514908
133	0.1468084637
134	0.1462743714
135	0.1456006377
136	0.1448748667
137	0.1443776045
138	0.1435883434
139	0.1429590667
140	0.1422965421
141	0.1416869493
142	0.1411464741
143	0.1404586367
144	0.1399752528
145	0.1395879126
146	0.1391281693
147	0.1385154764
148	0.1380805601
149	0.1377260239
150	0.1372481349
151	0.1368288144
152	0.1363937237
153	0.1358764537
154	0.1353639055
155	0.1349576241
156	0.1345146827
157	0.1340717415
158	0.133665501
159	0.1331397496
160	0.1326891814
161	0.1322127215
162	0.1315822435
163	0.1308096311
164	0.1304081674
165	0.1297435441
166	0.1289359599
167	0.1284382931
168	0.1280551137
169	0.1276528434
170	0.127236725
171	0.1268803172
172	0.1264168714
173	0.1260065141
174	0.1255153778
175	0.1250703213
176	0.1245779737
177	0.1240480071
178	0.1236911084
179	0.1231091954
180	0.1226976521
181	0.1221495962
182	0.1217964464
183	0.1213334525
184	0.1209028373
185	0.1203275307
186	0.1199983973
187	0.119669157
